,pmid,flag,structure
1826,25806493,0," A DIFFERENT APPROACH ARTIFICIAL ORGANS Honey, I shrunk the lungs S 1 6 | N A T U R E | V O L 5 1 9 | 2 6 M A R C H 2 0 1 5 FORCES OF NATURE COMMUNITY ORGANIZERS CONCEPTUAL VIEW OF A HUMAN ON A CHIP Input SIMPLE, BUT NOT TOO SIMPLE"
1827,26244446,1," Methods Surgical Technique Patient Care Statistical Analysis Results Effect on Weight Loss Postoperative Changes in Lipid Profiles Relationship Between Changes in Comorbid Conditions, Preoperative Characteristics, and Weight Loss Discussion Research Original Investigation Metabolic Effects of Laparoscopic Sleeve Gastrectomy 5. Invited Commentary"
1828,24908865,1, Introduction Methods Results Discussion
1829,21843327,1," Background Results Metabolomic analysis of 3T3-L1 adipocytes treated with the PPAR agonists C-labelled substrate studies Respirometric analysis Microarray transcriptomic analysis Discussion Pvalue Pathway 7.1e-04 1.4e-03 1.6e-03 7.8e-03 Hmgcs2, Acaa2 Pvalue Pathway 1.1e-03 1.2e-03 1.8e-03 3.2e-03 5.8e-03 8.2e-03 1.1e-02 Regulation of lipid metabolism by peroxisome proliferatoractivated receptor alpha 1.7e-02 2.0e-02 0.1e-02 Conclusions Materials and methods 3T3-L cell culture and PPAR activation Tissue and 3T3-L1 metabolite extraction H-NMR spectroscopy GC-MS analysis Ultra performance LC-MS analysis DI-MS analysis C-glucose substrate labeling study C-palmitate substrate labeling study C-Heteronuclear single quantum coherence NMR C-labeled substrate GC-MS analysis Multivariate analysis Respirometric analysis of PPARδ and PPARg agonisttreated 3T3-L1 cells Univariate statistical analysis methodology Additional material"
1830,24586865,0, Introduction Materials and Methods Animals and Experimental Design Construction and Purification of Adenoviruses Expressing KLF11 and KLF11 shRNA Transient Transfection and Luciferase Assays Western Blot Analysis Glucose Output Assay In vivo Insulin Signaling Statistical Analysis Results Regulation of KLF11 Gene Expression in the Mouse Liver KLF11 Overexpression Inhibits PEPCK-C Promoter Activities in HepG2 Cells Overexpression of KLF11 Inhibits Gluconeogenic Program in HepG2 and Primary Hepatocytes KLF11 Ameliorates Hyperglycemia and Glucose Intolerance in Diabetic Mice Hepatic Silencing of KLF11 Impairs Glucose Homeostasis in db/m and Wild-type C57BL/6J Mice KLF11 Inhibits Hepatic Gluconeogenesis Discussion KLF11 Inhibits Hepatic Gluconeogenesis Supporting Information
1831,26101496,1, INTRODUCTION METHODS RESULTS DISCUSSION CONCLUSION
1832,21340154,1, PAtIentS And MethOdS LePtIn RePLAceMent theRAPY PhenOtYPe BeFORe And dURInG tReAtMent Lipid and glucose metabolism Gonadal and reproductive function Adrenals and sympathetic tone Somatotropic axis dIScUSSIOn
1833,22347430,1, Introduction Results C/EBPd knockdown enhances cytokine-induced CHOP expression and transcriptional activity in b-cells C/EBPd overexpression decreases BIM expression and partially protects INS-1E cells against cytokine-induced apoptosis Discussion Materials and Methods RNA interference Cell treatment and NO measurement Evaluation of intracellular ROS/RNS content Western blots mRNA extraction and real time PCR Assessment of apoptosis and viability Luciferase reporter assay and immunofluorescence Infection with recombinant adenoviruses Overexpression of rat C/EBPd Evaluation of chemokine accumulation in the medium by ELISAs Statistical analysis Supporting Information
1834,27004328,1, INTRODUCTION MATERIAL AND METHODS RESULTS DISCUSSION CONCLUSION
1835,25506600,0," INTRODUCTION Special Issue on Role of Thyroid Hormone in Metabolic Homeostasis 2/7 PANCREAS AND ISLET DEVELOPMENT CELLULAR DIFFERENTIATION 3/7 Islet (β cell) maturation, growth, and function A direct relationship between TH and glucose tolerance? CONCLUSION"
1836,22632988,1, Introduction Methods Study design Parameters Statistical analysis Results Discussion Parameters Ranking
1837,27206130,1," MATERIALS AND METHODS Study Subjects Questionnaires Oral Glucose Tolerance Test (OGTT) Statistical Analyses RESULTS JOEM Volume 58, Number 7, July 2016 DISCUSSION"
1838,8472621,1, Introduction Materials and Methods Training protocol Analytical methods Kapalbhatia 1. 2. Criteria of response to therapy Results Fasting blood Discussion
1839,1181665,1, Material and Methods Results Discussion
1840,25538782,1, INTRODUCTION MATERIALS AND METHODS Study design and participants Procedures and variables assessment RESULTS DISCUSSION CONCLUSION
1841,22421502,0, Multiple Cutaneous Metastases From Hepatocellular Carcinoma as the First Sign of Tumor Recurrence in a Transplant Patient Metástasis cutáneas múltiples de carcinoma hepatocelular como primer signo de recidiva tumoral en paciente trasplantado Encephalocraniocutaneous Lipomatosis and Didymosis Aplasticopsilolipara Lipomatosis encefalocraneocutánea y didimosis aplasticopsilolípara
1842,21621458,0, Background Role of exercise in the prevention and treatment of type 2 diabetes Exercise guidelines Special considerations and contraindications Summary Practical implications
1843,28611316,0," INTRODUCTION Nutraceuticals effect on miR expression Resveratrol-an anti-aging, anti-cancer nutraceutical Effects of resveratrol on sirtuins in cancer and aging Effects of resveratrol on 5' adenosine monophosphate-activated protein kinase (AMPK) Resveratrol and senescence Resveratrol and suppression of drug-induced cardiotoxicity Resveratrol and exercise Resveratrol and diabetes Resveratrol and memory loss Resveratrol and Alzheimer's disease-enhancing cerebral circulating function Resveratrol and aging in the eyes Resveratrol and hearing loss Potential of resveratrol in cancer and CSCs Effects of resveratrol on brain cancer Effects of resveratrol on breast cancer Effects of resveratrol on colorectal cancer (CRC) AGING Effects of resveratrol on head and neck cancer Effects of resveratrol on leukemia Effects of resveratrol on lung cancer Effects of resveratrol on hepatocellular carcinoma Effects of resveratrol on nasopharyngeal cancer Effects of resveratrol on ovarian cancer Effects of resveratrol on pancreatic cancer Resveratrol and thyroid cancer Summary of resveratrol Overview of effects of curcumin Curcumin and aging Curcumin and lifespan Curcumin and senescence Curcumin and memory loss diseases Curcumin and macular degeneration Curcumin and miRs AGING Effects of curcumin on bladder cancer Effects of curcumin on brain cancers Effects of curcumin on breast cancer cells Effects of curcumin on colorectal cancers (CRC) Effects of curcumin on cervical cancer Effects of curcumin on esophageal cancer Effects of curcumin on head and neck cancers Effects of curcumin on HCC Effects of curcumin on leukemia and lymphoma Effects of curcumin on BCR-ABL-transformed leukemia models AGING Effects of curcumin on lung cancer cells AGING Effects of curcumin on melanoma Effects of curcumin on nasopharyngeal carcinoma Effects of curcumin on oral cancer Effects of curcumin on osteosarcoma Effects of curcumin on ovarian cancer Effects of curcumin on pancreatic cancer cells AGING Effects of curcumin on prostate cancer cells Effects of curcumin on hypoxia, HIF and ROS Effects of curcumin on WNT, NOTCH and HH signaling pathways Curcumin-problems with biological extracts Effects of berberine, a plant derived compound which induces many effects AGING Effects of berberine on DNA structure and replication AGING Effects of berberine on induction of apoptosis, autophagy, cell cycle arrest and invasion Effects of berberine on mitochondria and suppression of gero-conversion Effects of berberine on cancer and cancer associated pathways Berberine effects on bladder cancer Berberine effects on brain cancer Berberine effects on breast cancer AGING Berberine effects on chemical carcinogen-induced cancers Berberine effects on cervical cancers Berberine effects on chondrosarcoma Berberine effects on CRC AGING Berberine effects on endometrial cancer Berberine effects on esophageal cancer Berberine effects on gastric cancer Berberine effects on HCC AGING Berberine effects on leukemia Berberine effects on lung cancer Berberine effects on multiple myeloma Berberine effects on melanoma Berberine effects on neuroblastoma AGING Berberine effects on oral cancer Berberine effects on osteosarcoma Berberine effects on ovarian cancer Berberine effects on pancreatic cancer Berberine effects on prostate cancer Berberine effects on skin squamous cell carcinoma Berberine effects on thyroid carcinoma Berberine effects on uterine leiomyoma Berberine effects on TP53 signaling Effects of berberine on bacteria Modified berberines Nanoencapulated berberines Compounds derived from similar plant sources Effects of activators of AMPK on cancer AGING Effects of metformin on liver diseases Other plant-derived chemicals on cancer Effects of Omega-3 polyunsaturated fatty acids on cancer SUMMURY Kodali M, Parihar"
1844,22536233,1, Introduction Methods Postpartum Testing. Data Collection and Statistical Results Discussion Conclusion
1845,19417554,0, Introduction Materials and methods Study population and samples Lipid assays SNP genotyping Data analysis 9p21 common variant associated with CAD in Asian Indians Results Clinical characteristics Genotype analysis Genotype-phenotype analysis Discussion
1846,25795001,0, Financiación Conflicto de intereses Bibliografía
1847,25342350,0, INTRODUCTION DIABETES THE EFFECTS OF DIABETES ON PERIODONTAL DISEASE THE EFFECTS OF PERIODONTAL DISEASE ON DIABETES THE EFFECT OF PERIODONTAL TREATMENT ON DIABETES CONTROL IMPLICATIONS FOR THE DENTAL PROFESSIONAL CONCLUSIONS
1848,24018492,0, INTRODUCTION Non-invasive assessment of liver steatosis and fibrosis in HIV/HCV-and HCV-infected patients ORIGINAL ARTICLE Ultrasound assessment Liver fibrosis assessment MATERIAL AND METHODS Subjects Data analyses RESULTS Study population Prevalence of BL and association between BL and risk factors Extent of liver fibrosis using TE and biochemical markers DISCUSSION LS CONCLUSION ABBREVIATIONS
1849,24190143,1, Introduction Materials and Methods Study subjects F-scale for GERD Protocol Table2.Differences of Profiles between Outpatients and Participants of Health Screening Programs Statistical analysis Results Discussion Main findings Association between AF and GERD Mechanisms underlying the development of GERDrelated AF Limitations Conclusion
1850,24567768,0," INTRODUCTION MATERIALS AND METHODS Vasopressin and Mutations Cell Culture and Transfection AVP Secretion Affinity Purification by Vector Fusion-Aid -GFP Kit BiP Retention Study Immunocytochemistry and Fluorescence Microscopy Western Blots REAL-TIME RT-PCR RESULTS Localization of VP-GFP in Neuro-2a Cells Mutant VP-GFP Causes Heterologous Disruption of VP-RFP Progression Through the ER and Golgi Stimulated Secretion of VP-GFP, G14R-GFP, and G17V-GFP Effect of G14R-GFP and G17V-GFP on ER Chaperone Protein BiP Effect of G14R-GFP and G17V-GFP on Markers of Cell Death DISCUSSION The"
1851,24457565,1," A randomized trial of sugar-sweetened beverages and adolescent body weight Prospective associations between sugar-sweetened beverage intakes and cardiometabolic risk factors in adolescents Dietary salt intake, sugar-sweetened beverage consumption, and obesity risk Comments Longitudinal evaluation of milk type consumed and weight status in preschoolers Meal frequencies modify the effect of common genetic variants on body mass index in adolescents of the northern Finland birth cohort 1986 Aims: Eating frequency and overweight and obesity in children and adolescents: a meta-analysis Pediatrics 2013; 131: 958-967 Results: Identification of a dietary pattern prospectively associated with increased adiposity during childhood and adolescence Optimal macronutrient content of the diet for adolescents with pre-diabetes: RESIST a randomized control trial Childhood nutrition in predicting metabolic syndrome in adults: the cardiovascular risk in Young Finns Study Correcting vitamin D insufficiency improves insulin sensitivity in obese adolescents: a randomized controlled trial Comments Probiotics to adolescents with obesity: effects on inflammation and metabolic syndrome Department of Human Nutrition and 2 Department of Food Science, Faculty of Sciences, University of Copenhagen, Frederiksberg, Denmark J Pediatr Gastroenterol Nutr 2012; 55: 673-678 Comments"
